hour,DAM_SP15,DAM_NP15,DAM_ZP26
2021-12-15 19:00:00,44.06096,46.42345,42.60541
2021-12-15 13:00:00,56.9314,56.47353,55.44756
2021-12-15 22:00:00,45.21487,47.3629,43.63106
2021-12-15 15:00:00,74.96137,75.09394,75.16439
2021-12-15 18:00:00,41.2138,49.37766,36.2652
2021-12-15 16:00:00,53.75914,53.11679,53.29198
2021-12-15 09:00:00,47.31003,47.40655,46.54083
2021-12-10 06:00:00,55.18175,54.42436,53.87611
2021-12-10 07:00:00,54.47659,54.30426,53.67657
2021-12-10 05:00:00,63.3983,63.36558,62.6194
2021-12-10 00:00:00,67.81952,70.14278,73.4352
2021-12-10 04:00:00,67.94431,67.99349,67.12934
2021-12-10 01:00:00,80.87181,83.46327,85.2834
2021-12-10 02:00:00,75.93658,76.19302,75.29161
2021-12-10 03:00:00,70.65462,70.85846,69.91459
2021-12-10 16:00:00,46.79721,54.20575,55.01697
2021-12-10 19:00:00,32.99,41.31371,40.21565
2021-12-10 10:00:00,43.82715,44.19237,43.17786
2021-12-10 21:00:00,30.54307,37.47533,36.95084
2021-12-10 15:00:00,60.66363,67.76,69.3824
2021-12-10 23:00:00,47.33502,51.63769,52.98074
2021-12-10 08:00:00,45.9905,46.71734,45.36342
2021-12-10 09:00:00,45.21226,45.46793,44.49638
2021-12-10 12:00:00,46.32092,46.4922,45.55969
2021-12-10 20:00:00,30.17925,37.62304,36.97007
2021-12-10 14:00:00,69.96916,72.52725,72.89421
2021-12-10 11:00:00,45.0,45.26354,44.31573
2021-12-10 17:00:00,38.28557,46.37555,45.76077
2021-12-10 18:00:00,34.11,43.89771,41.73747
2021-12-10 22:00:00,34.71895,41.46065,41.56008
2021-12-10 13:00:00,53.94557,53.81281,53.02177
2021-11-19 03:00:00,81.11051,80.911,81.13
2021-11-19 07:00:00,59.98566,61.0435,59.96889
2021-11-19 01:00:00,101.97,101.38479,101.98809
2021-11-19 00:00:00,89.49281,89.03337,89.46578
2021-11-19 06:00:00,63.37,64.80758,63.37
2021-11-19 02:00:00,84.41123,84.5907,83.55364
2021-11-19 05:00:00,70.53396,71.28307,70.32915
2021-11-19 04:00:00,76.68462,76.44634,76.71
2021-11-19 18:00:00,49.66253,53.51001,49.70154
2021-11-19 08:00:00,56.88123,58.43763,56.98184
2021-11-19 22:00:00,50.36112,52.96463,50.10023
2021-11-19 20:00:00,45.87437,49.06956,45.77636
2021-11-19 19:00:00,47.57,50.96124,47.64784
2021-11-19 16:00:00,59.55458,59.44342,59.55458
2021-11-19 13:00:00,66.81,66.67502,66.81
2021-11-19 21:00:00,45.96175,49.47609,45.87327
2021-11-19 14:00:00,75.54198,75.28947,75.54198
2021-11-19 12:00:00,57.26478,58.38901,57.10502
2021-11-19 10:00:00,55.97197,56.63404,55.89098
2021-11-19 15:00:00,67.02175,66.91614,67.01941
2021-11-19 09:00:00,56.30382,57.18193,56.1468
2021-11-19 23:00:00,61.9993,61.98594,62.0
2021-11-19 11:00:00,55.93492,56.60321,55.73328
2021-11-19 17:00:00,54.95541,54.96464,55.0
2021-12-04 04:00:00,63.56372,63.07539,62.55
2021-12-04 06:00:00,49.45303,49.17702,48.42594
2021-12-04 00:00:00,68.12863,69.90627,71.6632
